Customer_ID,Gender,Age,City,Segment
C015896,Male,53,Ahmedabad,Premium
C015897,Female,21,Mumbai,Gold
C015898,Female,66,Mumbai,Gold
C015899,Male,29,Delhi,Silver
C015900,Female,28,Kolkata,Silver
C015901,Male,26,Pune,Silver
C015902,Female,70,Chennai,Silver
C015903,Male,23,Mumbai,Silver
C015904,Female,31,Hyderabad,Silver
C015905,Female,20,Mumbai,Premium
C015906,Male,70,Ahmedabad,Premium
C015907,Female,47,Mumbai,Gold
C015908,Female,41,Kolkata,Premium
C015909,Female,59,Bengaluru,Silver
C015910,Female,41,Chennai,Silver
C015911,Female,26,Delhi,Premium
C015912,Female,65,Hyderabad,Silver
C015913,Female,42,Pune,Premium
C015914,Female,62,Bengaluru,Silver
C015915,Male,19,Pune,Premium
C015916,Female,41,Chennai,Premium
C015917,Male,70,Delhi,Gold
C015918,Female,57,Pune,Silver
C015919,Male,50,Delhi,Silver
C015920,Female,23,Mumbai,Gold
C015921,Male,27,Delhi,Gold
C015922,Female,24,Mumbai,Silver
C015923,Male,59,Mumbai,Silver
C015924,Female,45,Bengaluru,Premium
C015925,Male,24,Bengaluru,Silver
C015926,Male,49,Chennai,Silver
C015927,Female,48,Hyderabad,Premium
C015928,Male,65,Bengaluru,Silver
C015929,Female,64,Chennai,Premium
C015930,Male,22,Bengaluru,Silver
C015931,Male,51,Hyderabad,Premium
C015932,Male,60,Hyderabad,Premium
C015933,Female,55,Mumbai,Silver
C015934,Male,20,Bengaluru,Silver
C015935,Male,58,Kolkata,Silver
C015936,Male,19,Chennai,Premium
C015937,Female,60,Bengaluru,Premium
C015938,Male,35,Mumbai,Silver
C015939,Female,59,Kolkata,Silver
C015940,Male,41,Hyderabad,Gold
C015941,Female,49,Kolkata,Premium
C015942,Male,47,Kolkata,Premium
C015943,Female,54,Hyderabad,Silver
C015944,Female,36,Kolkata,Gold
C015945,Female,28,Mumbai,Premium
C015946,Female,54,Kolkata,Gold
C015947,Female,19,Chennai,Premium
C015948,Female,19,Chennai,Premium
C015949,Male,69,Ahmedabad,Gold
C015950,Female,27,Chennai,Premium
C015951,Female,53,Hyderabad,Silver
C015952,Female,47,Kolkata,Premium
C015953,Male,70,Kolkata,Silver
C015954,Male,39,Kolkata,Gold
C015955,Female,44,Bengaluru,Gold
C015956,Male,67,Mumbai,Gold
C015957,Female,39,Pune,Gold
C015958,Male,44,Ahmedabad,Premium
C015959,Male,59,Chennai,Gold
C015960,Male,31,Pune,Gold
C015961,Female,21,Bengaluru,Silver
C015962,Female,40,Kolkata,Gold
C015963,Male,63,Pune,Gold
C015964,Female,42,Delhi,Premium
C015965,Female,55,Hyderabad,Premium
C015966,Female,48,Bengaluru,Silver
C015967,Female,20,Kolkata,Silver
C015968,Male,34,Hyderabad,Silver
C015969,Male,60,Mumbai,Premium
C015970,Female,55,Kolkata,Silver
C015971,Female,40,Delhi,Gold
C015972,Male,29,Delhi,Silver
C015973,Female,36,Mumbai,Gold
C015974,Male,69,Pune,Premium
C015975,Female,52,Kolkata,Premium
C015976,Male,52,Bengaluru,Gold
C015977,Female,38,Ahmedabad,Premium
C015978,Female,46,Kolkata,Premium
C015979,Male,45,Mumbai,Gold
C015980,Male,58,Hyderabad,Premium
C015981,Female,32,Hyderabad,Silver
C015982,Female,40,Hyderabad,Gold
C015983,Female,35,Kolkata,Gold
C015984,Female,31,Mumbai,Gold
C015985,Male,54,Ahmedabad,Silver
C015986,Female,39,Delhi,Silver
C015987,Male,62,Mumbai,Silver
C015988,Male,70,Pune,Silver
C015989,Male,67,Ahmedabad,Premium
C015990,Male,61,Ahmedabad,Premium
C015991,Female,57,Kolkata,Premium
C015992,Male,24,Delhi,Silver
C015993,Female,19,Chennai,Gold
C015994,Male,70,Hyderabad,Silver
C015995,Female,65,Delhi,Silver
C015996,Female,31,Chennai,Silver
C015997,Male,20,Ahmedabad,Premium
C015998,Female,48,Ahmedabad,Premium
C015999,Female,44,Chennai,Silver
C016000,Female,36,Chennai,Silver
C016001,Male,23,Kolkata,Gold
C016002,Male,48,Chennai,Gold
C016003,Male,65,Pune,Silver
C016004,Male,67,Bengaluru,Gold
C016005,Female,69,Ahmedabad,Premium
C016006,Female,24,Bengaluru,Premium
C016007,Male,47,Bengaluru,Premium
C016008,Female,68,Bengaluru,Silver
C016009,Male,55,Pune,Premium
C016010,Male,65,Chennai,Gold
C016011,Female,62,Mumbai,Gold
C016012,Male,68,Pune,Gold
C016013,Male,41,Ahmedabad,Premium
C016014,Male,52,Kolkata,Premium
C016015,Male,38,Pune,Gold
C016016,Male,47,Pune,Gold
C016017,Female,25,Pune,Premium
C016018,Female,29,Ahmedabad,Gold
C016019,Female,56,Mumbai,Silver
C016020,Male,46,Bengaluru,Silver
C016021,Male,30,Kolkata,Gold
C016022,Male,61,Chennai,Premium
C016023,Male,39,Delhi,Gold
C016024,Male,32,Ahmedabad,Silver
C016025,Female,46,Hyderabad,Gold
C016026,Male,34,Delhi,Premium
C016027,Female,23,Mumbai,Gold
C016028,Female,30,Chennai,Silver
C016029,Female,54,Hyderabad,Gold
C016030,Male,26,Ahmedabad,Gold
C016031,Female,66,Delhi,Gold
C016032,Female,20,Hyderabad,Gold
C016033,Male,22,Hyderabad,Premium
C016034,Female,55,Delhi,Gold
C016035,Female,63,Hyderabad,Silver
C016036,Female,63,Kolkata,Premium
C016037,Female,61,Ahmedabad,Premium
C016038,Male,70,Chennai,Gold
C016039,Male,42,Hyderabad,Premium
C016040,Female,55,Hyderabad,Premium
C016041,Female,65,Chennai,Silver
C016042,Female,60,Mumbai,Premium
C016043,Male,51,Bengaluru,Silver
C016044,Male,66,Mumbai,Gold
C016045,Male,35,Hyderabad,Premium
C016046,Male,23,Delhi,Premium
C016047,Male,63,Kolkata,Gold
C016048,Female,48,Pune,Gold
C016049,Female,44,Mumbai,Premium
C016050,Male,27,Delhi,Silver
C016051,Female,37,Kolkata,Gold
C016052,Female,50,Hyderabad,Gold
C016053,Female,34,Ahmedabad,Gold
C016054,Male,18,Hyderabad,Silver
C016055,Male,32,Pune,Silver
C016056,Female,24,Pune,Silver
C016057,Female,30,Hyderabad,Silver
C016058,Male,64,Ahmedabad,Silver
C016059,Female,56,Chennai,Premium
C016060,Female,70,Hyderabad,Premium
C016061,Female,56,Kolkata,Gold
C016062,Female,32,Delhi,Silver
C016063,Female,38,Bengaluru,Silver
C016064,Male,18,Ahmedabad,Silver
C016065,Male,70,Delhi,Premium
C016066,Male,39,Kolkata,Silver
C016067,Male,29,Chennai,Gold
C016068,Female,59,Hyderabad,Silver
C016069,Male,59,Bengaluru,Silver
C016070,Male,47,Hyderabad,Silver
C016071,Female,52,Pune,Silver
C016072,Female,35,Chennai,Premium
C016073,Male,53,Delhi,Gold
C016074,Female,20,Ahmedabad,Premium
C016075,Male,29,Hyderabad,Silver
C016076,Male,60,Chennai,Gold
C016077,Female,61,Bengaluru,Silver
C016078,Male,58,Kolkata,Silver
C016079,Male,50,Delhi,Gold
C016080,Female,21,Pune,Silver
C016081,Male,44,Pune,Silver
C016082,Female,35,Bengaluru,Gold
C016083,Male,25,Chennai,Silver
C016084,Male,36,Bengaluru,Silver
C016085,Male,65,Delhi,Silver
C016086,Male,19,Chennai,Silver
C016087,Male,30,Chennai,Premium
C016088,Male,31,Chennai,Premium
C016089,Female,50,Bengaluru,Gold
C016090,Male,49,Mumbai,Gold
C016091,Male,29,Chennai,Silver
C016092,Female,68,Bengaluru,Gold
C016093,Male,21,Bengaluru,Premium
C016094,Female,32,Chennai,Silver
C016095,Male,39,Ahmedabad,Premium
C016096,Female,60,Chennai,Premium
C016097,Male,69,Pune,Premium
C016098,Male,58,Delhi,Silver
C016099,Female,62,Bengaluru,Premium
C016100,Female,56,Bengaluru,Gold
C016101,Female,33,Hyderabad,Premium
C016102,Male,56,Bengaluru,Silver
C016103,Female,35,Mumbai,Premium
C016104,Male,70,Kolkata,Premium
C016105,Female,21,Bengaluru,Premium
C016106,Female,25,Hyderabad,Gold
C016107,Male,70,Hyderabad,Gold
C016108,Female,60,Delhi,Gold
C016109,Male,59,Hyderabad,Premium
C016110,Male,57,Mumbai,Premium
C016111,Male,63,Ahmedabad,Silver
C016112,Female,67,Delhi,Silver
C016113,Male,57,Ahmedabad,Silver
C016114,Female,58,Chennai,Silver
C016115,Female,42,Delhi,Gold
C016116,Female,57,Bengaluru,Gold
C016117,Female,22,Chennai,Gold
C016118,Female,69,Pune,Premium
C016119,Male,24,Mumbai,Silver
C016120,Female,54,Ahmedabad,Silver
C016121,Female,69,Mumbai,Silver
C016122,Male,37,Ahmedabad,Silver
C016123,Female,60,Mumbai,Silver
C016124,Female,53,Kolkata,Premium
C016125,Female,53,Kolkata,Silver
C016126,Male,70,Hyderabad,Premium
C016127,Male,70,Chennai,Premium
C016128,Female,36,Hyderabad,Gold
C016129,Male,27,Kolkata,Silver
C016130,Female,42,Pune,Gold
C016131,Male,24,Delhi,Gold
C016132,Male,28,Delhi,Premium
C016133,Female,51,Bengaluru,Premium
C016134,Male,44,Hyderabad,Gold
C016135,Female,59,Chennai,Premium
C016136,Female,53,Bengaluru,Gold
C016137,Female,20,Delhi,Premium
C016138,Female,37,Ahmedabad,Premium
C016139,Male,48,Chennai,Premium
C016140,Male,28,Kolkata,Premium
C016141,Male,38,Mumbai,Silver
C016142,Female,40,Mumbai,Silver
C016143,Female,70,Mumbai,Silver
C016144,Male,44,Ahmedabad,Premium
C016145,Male,31,Bengaluru,Silver
C016146,Male,67,Hyderabad,Premium
C016147,Female,62,Chennai,Silver
C016148,Female,43,Pune,Gold
C016149,Male,30,Pune,Gold
C016150,Male,39,Delhi,Gold
C016151,Female,64,Delhi,Silver
C016152,Female,65,Pune,Premium
C016153,Male,67,Delhi,Silver
C016154,Female,36,Pune,Premium
C016155,Male,66,Hyderabad,Premium
C016156,Female,35,Delhi,Gold
C016157,Female,56,Bengaluru,Silver
C016158,Male,22,Bengaluru,Gold
C016159,Female,55,Pune,Gold
C016160,Male,29,Mumbai,Silver
C016161,Female,60,Ahmedabad,Gold
C016162,Male,46,Kolkata,Premium
C016163,Male,18,Pune,Premium
C016164,Female,70,Delhi,Silver
C016165,Female,46,Kolkata,Premium
C016166,Female,22,Kolkata,Silver
C016167,Male,50,Bengaluru,Silver
C016168,Female,64,Chennai,Gold
C016169,Male,28,Bengaluru,Silver
C016170,Female,42,Chennai,Silver
C016171,Male,23,Kolkata,Gold
C016172,Female,41,Kolkata,Silver
C016173,Female,32,Hyderabad,Silver
C016174,Female,70,Mumbai,Silver
C016175,Female,55,Hyderabad,Silver
C016176,Female,43,Pune,Silver
C016177,Female,60,Delhi,Gold
C016178,Female,54,Pune,Silver
C016179,Female,42,Ahmedabad,Silver
C016180,Female,57,Chennai,Premium
C016181,Male,64,Kolkata,Silver
C016182,Female,66,Ahmedabad,Gold
C016183,Female,62,Bengaluru,Premium
C016184,Female,25,Kolkata,Gold
C016185,Female,61,Kolkata,Gold
C016186,Female,43,Pune,Silver
C016187,Female,31,Mumbai,Gold
C016188,Female,39,Kolkata,Silver
C016189,Female,25,Bengaluru,Silver
C016190,Female,54,Kolkata,Gold
C016191,Female,56,Mumbai,Premium
C016192,Male,35,Kolkata,Silver
C016193,Male,37,Pune,Silver
C016194,Female,56,Chennai,Premium
C016195,Female,23,Delhi,Gold
C016196,Male,63,Mumbai,Gold
C016197,Female,46,Ahmedabad,Premium
C016198,Female,22,Ahmedabad,Premium
C016199,Male,32,Mumbai,Gold
C016200,Male,25,Hyderabad,Gold
C016201,Female,48,Kolkata,Premium
C016202,Male,41,Mumbai,Gold
C016203,Female,20,Mumbai,Gold
C016204,Male,45,Delhi,Gold
C016205,Male,58,Kolkata,Silver
C016206,Female,42,Pune,Premium
C016207,Female,42,Hyderabad,Premium
C016208,Female,46,Kolkata,Gold
C016209,Female,69,Hyderabad,Silver
C016210,Female,30,Chennai,Gold
C016211,Male,52,Kolkata,Gold
C016212,Male,27,Ahmedabad,Silver
C016213,Male,23,Ahmedabad,Silver
C016214,Female,42,Delhi,Gold
C016215,Female,47,Mumbai,Premium
C016216,Male,42,Hyderabad,Gold
C016217,Male,49,Ahmedabad,Silver
C016218,Male,44,Delhi,Premium
C016219,Female,44,Bengaluru,Gold
C016220,Female,62,Kolkata,Gold
C016221,Female,62,Ahmedabad,Premium
C016222,Male,44,Pune,Silver
C016223,Male,28,Kolkata,Silver
C016224,Male,70,Mumbai,Gold
C016225,Female,70,Delhi,Premium
C016226,Female,29,Pune,Premium
C016227,Female,56,Bengaluru,Gold
C016228,Female,35,Chennai,Gold
C016229,Male,37,Bengaluru,Silver
C016230,Female,59,Ahmedabad,Premium
C016231,Male,53,Mumbai,Silver
C016232,Male,49,Hyderabad,Silver
C016233,Male,65,Bengaluru,Gold
C016234,Female,66,Kolkata,Gold
C016235,Male,39,Mumbai,Silver
C016236,Male,52,Delhi,Silver
C016237,Male,52,Kolkata,Silver
C016238,Female,54,Kolkata,Premium
C016239,Male,37,Delhi,Gold
C016240,Male,22,Hyderabad,Silver
C016241,Male,52,Ahmedabad,Gold
C016242,Female,31,Hyderabad,Gold
C016243,Male,69,Pune,Gold
C016244,Male,42,Bengaluru,Gold
C016245,Female,58,Bengaluru,Silver
C016246,Male,43,Mumbai,Gold
C016247,Female,51,Delhi,Silver
C016248,Female,23,Hyderabad,Gold
C016249,Male,50,Hyderabad,Gold
C016250,Female,34,Ahmedabad,Gold
C016251,Female,68,Hyderabad,Silver
C016252,Female,66,Mumbai,Premium
C016253,Female,22,Mumbai,Premium
C016254,Male,47,Mumbai,Gold
C016255,Female,66,Pune,Premium
C016256,Female,39,Hyderabad,Gold
C016257,Female,69,Mumbai,Premium
C016258,Male,25,Delhi,Silver
C016259,Female,22,Pune,Premium
C016260,Female,68,Ahmedabad,Premium
C016261,Male,36,Delhi,Premium
C016262,Female,45,Mumbai,Gold
C016263,Male,21,Delhi,Silver
C016264,Male,51,Bengaluru,Gold
C016265,Male,46,Kolkata,Silver
C016266,Male,47,Mumbai,Silver
C016267,Male,53,Delhi,Gold
C016268,Male,43,Delhi,Gold
C016269,Male,64,Hyderabad,Silver
C016270,Female,61,Hyderabad,Premium
C016271,Male,35,Mumbai,Silver
C016272,Female,27,Chennai,Silver
C016273,Female,43,Chennai,Silver
C016274,Male,34,Mumbai,Silver
C016275,Female,46,Bengaluru,Silver
C016276,Male,38,Ahmedabad,Gold
C016277,Male,70,Bengaluru,Silver
C016278,Female,18,Kolkata,Premium
C016279,Male,51,Ahmedabad,Silver
C016280,Female,20,Chennai,Gold
C016281,Female,43,Pune,Premium
C016282,Female,66,Mumbai,Silver
C016283,Male,48,Kolkata,Premium
C016284,Male,48,Hyderabad,Silver
C016285,Female,20,Kolkata,Gold
C016286,Female,34,Mumbai,Premium
C016287,Female,69,Mumbai,Gold
C016288,Female,59,Ahmedabad,Silver
C016289,Female,62,Bengaluru,Gold
C016290,Female,31,Mumbai,Gold
C016291,Male,44,Bengaluru,Silver
C016292,Male,33,Chennai,Silver
C016293,Male,29,Mumbai,Silver
C016294,Male,43,Ahmedabad,Silver
C016295,Female,50,Pune,Gold
C016296,Male,20,Bengaluru,Gold
C016297,Male,30,Delhi,Silver
C016298,Male,64,Pune,Silver
C016299,Male,43,Chennai,Premium
C016300,Female,64,Hyderabad,Gold
C016301,Male,36,Delhi,Silver
C016302,Male,60,Kolkata,Premium
C016303,Male,55,Chennai,Silver
C016304,Male,37,Mumbai,Premium
C016305,Female,49,Delhi,Premium
C016306,Female,32,Mumbai,Premium
C016307,Female,42,Kolkata,Gold
C016308,Female,65,Kolkata,Premium
C016309,Male,57,Mumbai,Silver
C016310,Male,65,Ahmedabad,Silver
C016311,Female,18,Mumbai,Premium
C016312,Female,68,Ahmedabad,Gold
C016313,Female,35,Mumbai,Premium
C016314,Female,19,Chennai,Gold
C016315,Female,19,Pune,Gold
C016316,Female,67,Delhi,Gold
C016317,Male,53,Mumbai,Gold
C016318,Female,58,Pune,Silver
C016319,Male,21,Pune,Silver
C016320,Male,40,Pune,Premium
C016321,Female,69,Pune,Premium
C016322,Male,18,Bengaluru,Premium
C016323,Female,70,Hyderabad,Premium
C016324,Male,67,Ahmedabad,Gold
C016325,Male,54,Mumbai,Premium
C016326,Female,67,Kolkata,Gold
C016327,Female,68,Hyderabad,Silver
C016328,Female,29,Ahmedabad,Silver
C016329,Male,56,Kolkata,Gold
C016330,Female,65,Pune,Premium
C016331,Male,61,Mumbai,Premium
C016332,Male,64,Delhi,Silver
C016333,Female,32,Pune,Gold
C016334,Male,62,Kolkata,Gold
C016335,Male,34,Ahmedabad,Premium
C016336,Male,40,Pune,Gold
C016337,Female,68,Chennai,Premium
C016338,Male,41,Chennai,Gold
C016339,Male,36,Hyderabad,Premium
C016340,Female,34,Delhi,Premium
C016341,Male,24,Mumbai,Silver
C016342,Male,40,Ahmedabad,Gold
C016343,Female,69,Pune,Gold
C016344,Male,53,Pune,Silver
C016345,Female,38,Ahmedabad,Silver
C016346,Female,24,Ahmedabad,Premium
C016347,Female,66,Pune,Premium
C016348,Male,19,Delhi,Gold
C016349,Female,30,Chennai,Gold
C016350,Male,35,Kolkata,Silver
C016351,Male,29,Delhi,Premium
C016352,Female,52,Kolkata,Gold
C016353,Male,39,Ahmedabad,Premium
C016354,Female,44,Kolkata,Gold
C016355,Male,45,Hyderabad,Silver
C016356,Male,24,Bengaluru,Premium
C016357,Male,35,Delhi,Premium
C016358,Female,23,Delhi,Gold
C016359,Female,57,Pune,Gold
C016360,Male,52,Delhi,Silver
C016361,Female,50,Mumbai,Premium
C016362,Male,48,Kolkata,Silver
C016363,Male,50,Chennai,Silver
C016364,Female,25,Hyderabad,Gold
C016365,Female,18,Chennai,Silver
C016366,Male,62,Hyderabad,Gold
C016367,Female,63,Mumbai,Silver
C016368,Female,68,Chennai,Silver
C016369,Female,30,Ahmedabad,Gold
C016370,Male,24,Kolkata,Silver
C016371,Female,54,Kolkata,Premium
C016372,Female,22,Delhi,Silver
C016373,Male,35,Ahmedabad,Gold
C016374,Female,25,Kolkata,Silver
C016375,Male,62,Delhi,Premium
C016376,Male,51,Hyderabad,Premium
C016377,Female,27,Ahmedabad,Premium
C016378,Female,67,Bengaluru,Silver
C016379,Male,54,Chennai,Premium
C016380,Male,61,Pune,Premium
C016381,Female,20,Chennai,Gold
C016382,Male,60,Mumbai,Gold
C016383,Female,36,Mumbai,Gold
C016384,Female,21,Delhi,Premium
C016385,Female,28,Hyderabad,Gold
C016386,Female,58,Pune,Premium
C016387,Male,50,Ahmedabad,Gold
C016388,Female,60,Delhi,Gold
C016389,Female,38,Mumbai,Premium
C016390,Female,44,Bengaluru,Gold
C016391,Female,59,Mumbai,Premium
C016392,Male,61,Pune,Silver
C016393,Male,65,Mumbai,Gold
C016394,Male,30,Chennai,Gold
C016395,Female,21,Bengaluru,Premium
C016396,Female,37,Pune,Premium
C016397,Male,67,Chennai,Silver
C016398,Female,26,Ahmedabad,Silver
C016399,Female,57,Bengaluru,Premium
C016400,Male,23,Delhi,Gold
C016401,Female,70,Pune,Premium
C016402,Female,63,Chennai,Premium
C016403,Female,23,Chennai,Silver
C016404,Female,27,Ahmedabad,Silver
C016405,Male,25,Hyderabad,Gold
C016406,Male,36,Kolkata,Gold
C016407,Male,22,Chennai,Silver
C016408,Female,43,Chennai,Gold
C016409,Female,32,Ahmedabad,Gold
C016410,Male,57,Chennai,Premium
C016411,Male,45,Kolkata,Gold
C016412,Female,41,Kolkata,Premium
C016413,Female,68,Ahmedabad,Silver
C016414,Male,46,Hyderabad,Gold
C016415,Male,22,Hyderabad,Premium
C016416,Female,63,Delhi,Gold
C016417,Female,32,Chennai,Gold
C016418,Female,53,Pune,Premium
C016419,Male,47,Bengaluru,Silver
C016420,Female,59,Bengaluru,Premium
C016421,Female,62,Kolkata,Premium
C016422,Male,62,Bengaluru,Premium
C016423,Female,70,Bengaluru,Premium
C016424,Female,69,Delhi,Premium
C016425,Male,41,Bengaluru,Premium
C016426,Female,26,Mumbai,Premium
C016427,Male,47,Pune,Silver
C016428,Female,22,Delhi,Gold
C016429,Male,40,Kolkata,Silver
C016430,Male,18,Hyderabad,Silver
C016431,Female,49,Bengaluru,Premium
C016432,Female,20,Kolkata,Premium
C016433,Female,45,Delhi,Premium
C016434,Male,69,Hyderabad,Silver
C016435,Female,18,Kolkata,Silver
C016436,Female,45,Mumbai,Premium
C016437,Male,21,Chennai,Gold
C016438,Female,29,Mumbai,Gold
C016439,Male,46,Kolkata,Silver
C016440,Male,25,Pune,Gold
C016441,Male,23,Chennai,Gold
C016442,Male,65,Delhi,Gold
C016443,Male,57,Chennai,Gold
C016444,Female,55,Chennai,Silver
C016445,Female,26,Hyderabad,Silver
C016446,Male,36,Chennai,Silver
C016447,Female,63,Ahmedabad,Gold
C016448,Male,19,Chennai,Premium
C016449,Female,26,Bengaluru,Silver
C016450,Male,30,Bengaluru,Premium
C016451,Female,62,Delhi,Silver
C016452,Female,55,Bengaluru,Silver
C016453,Female,50,Chennai,Premium
C016454,Female,33,Ahmedabad,Premium
C016455,Female,46,Chennai,Gold
C016456,Female,61,Bengaluru,Premium
C016457,Female,52,Bengaluru,Premium
C016458,Male,31,Bengaluru,Gold
C016459,Male,30,Chennai,Premium
C016460,Male,59,Mumbai,Premium
C016461,Male,63,Ahmedabad,Gold
C016462,Female,23,Mumbai,Premium
C016463,Female,21,Delhi,Gold
C016464,Female,69,Pune,Silver
C016465,Female,62,Pune,Gold
C016466,Female,40,Mumbai,Silver
C016467,Female,25,Mumbai,Gold
C016468,Male,69,Ahmedabad,Silver
C016469,Male,64,Pune,Premium
C016470,Male,35,Bengaluru,Silver
C016471,Female,24,Ahmedabad,Premium
C016472,Female,50,Kolkata,Gold
C016473,Female,65,Mumbai,Premium
C016474,Female,18,Hyderabad,Gold
C016475,Female,66,Pune,Gold
C016476,Female,56,Pune,Silver
C016477,Female,41,Mumbai,Gold
C016478,Male,47,Mumbai,Silver
C016479,Female,62,Delhi,Silver
C016480,Female,27,Pune,Gold
C016481,Female,54,Ahmedabad,Premium
C016482,Male,28,Chennai,Gold
C016483,Female,22,Pune,Premium
C016484,Male,44,Chennai,Silver
C016485,Male,55,Bengaluru,Silver
C016486,Female,63,Delhi,Silver
C016487,Female,65,Hyderabad,Silver
C016488,Female,19,Delhi,Silver
C016489,Female,19,Kolkata,Premium
C016490,Female,20,Bengaluru,Silver
C016491,Female,35,Kolkata,Gold
C016492,Male,45,Mumbai,Gold
C016493,Female,56,Chennai,Gold
C016494,Female,22,Hyderabad,Gold
C016495,Male,25,Hyderabad,Gold
C016496,Female,67,Ahmedabad,Premium
C016497,Female,19,Delhi,Silver
C016498,Female,68,Bengaluru,Gold
C016499,Female,56,Hyderabad,Gold
C016500,Male,33,Delhi,Gold
C016501,Male,47,Hyderabad,Gold
C016502,Male,19,Delhi,Silver
C016503,Male,67,Bengaluru,Gold
C016504,Male,57,Delhi,Silver
C016505,Female,27,Bengaluru,Gold
C016506,Female,65,Pune,Silver
C016507,Female,48,Ahmedabad,Gold
C016508,Male,22,Bengaluru,Gold
C016509,Female,38,Bengaluru,Gold
C016510,Female,31,Mumbai,Premium
C016511,Male,51,Mumbai,Gold
C016512,Female,18,Hyderabad,Premium
C016513,Female,34,Bengaluru,Premium
C016514,Female,53,Chennai,Premium
C016515,Female,64,Delhi,Gold
C016516,Male,55,Ahmedabad,Silver
C016517,Male,21,Ahmedabad,Gold
C016518,Female,48,Kolkata,Premium
C016519,Male,42,Delhi,Premium
C016520,Female,24,Mumbai,Silver
C016521,Male,64,Mumbai,Silver
C016522,Male,19,Kolkata,Gold
C016523,Female,29,Hyderabad,Gold
C016524,Female,49,Chennai,Premium
C016525,Male,44,Bengaluru,Premium
C016526,Female,63,Bengaluru,Premium
C016527,Male,29,Chennai,Premium
C016528,Female,30,Hyderabad,Silver
C016529,Female,37,Chennai,Premium
C016530,Male,32,Bengaluru,Gold
C016531,Male,58,Chennai,Silver
C016532,Female,38,Bengaluru,Premium
C016533,Female,47,Chennai,Premium
C016534,Male,40,Ahmedabad,Premium
C016535,Male,45,Mumbai,Gold
C016536,Male,26,Mumbai,Silver
C016537,Female,62,Mumbai,Silver
C016538,Female,26,Kolkata,Silver
C016539,Male,22,Bengaluru,Premium
C016540,Male,29,Mumbai,Silver
C016541,Female,31,Hyderabad,Silver
C016542,Male,28,Bengaluru,Silver
C016543,Female,58,Mumbai,Premium
C016544,Female,40,Chennai,Silver
C016545,Male,22,Hyderabad,Gold
C016546,Female,39,Chennai,Silver
C016547,Female,63,Hyderabad,Silver
C016548,Male,22,Ahmedabad,Silver
C016549,Female,50,Hyderabad,Premium
C016550,Female,58,Bengaluru,Silver
C016551,Male,38,Hyderabad,Premium
C016552,Female,24,Chennai,Silver
C016553,Female,21,Bengaluru,Silver
C016554,Male,50,Ahmedabad,Gold
C016555,Male,51,Chennai,Gold
C016556,Female,69,Hyderabad,Silver
C016557,Male,55,Ahmedabad,Silver
C016558,Male,46,Bengaluru,Gold
C016559,Male,49,Bengaluru,Premium
C016560,Male,20,Pune,Gold
C016561,Male,37,Bengaluru,Gold
C016562,Female,63,Bengaluru,Gold
C016563,Female,66,Kolkata,Silver
C016564,Male,54,Delhi,Premium
C016565,Male,68,Pune,Premium
C016566,Male,39,Bengaluru,Silver
C016567,Female,39,Mumbai,Gold
C016568,Male,37,Ahmedabad,Premium
C016569,Male,40,Chennai,Silver
C016570,Male,64,Pune,Gold
C016571,Female,18,Bengaluru,Gold
C016572,Male,40,Kolkata,Silver
C016573,Female,35,Hyderabad,Premium
C016574,Female,51,Delhi,Premium
C016575,Male,24,Delhi,Gold
C016576,Female,48,Bengaluru,Gold
C016577,Male,46,Ahmedabad,Gold
C016578,Female,45,Kolkata,Silver
C016579,Female,22,Hyderabad,Premium
C016580,Female,24,Hyderabad,Gold
C016581,Male,67,Hyderabad,Silver
C016582,Male,48,Mumbai,Premium
C016583,Female,32,Kolkata,Premium
C016584,Male,50,Bengaluru,Gold
C016585,Female,52,Hyderabad,Silver
C016586,Female,59,Kolkata,Silver
C016587,Female,56,Hyderabad,Silver
C016588,Female,33,Pune,Premium
C016589,Female,38,Delhi,Silver
C016590,Female,37,Bengaluru,Gold
C016591,Female,37,Mumbai,Premium
C016592,Female,35,Kolkata,Premium
C016593,Male,43,Kolkata,Silver
C016594,Female,67,Mumbai,Premium
C016595,Female,24,Bengaluru,Premium
C016596,Male,52,Mumbai,Silver
C016597,Female,62,Pune,Silver
C016598,Female,39,Chennai,Premium
C016599,Male,47,Ahmedabad,Gold
C016600,Female,23,Mumbai,Gold
C016601,Female,25,Kolkata,Silver
C016602,Male,23,Mumbai,Silver
C016603,Male,33,Ahmedabad,Premium
C016604,Female,22,Ahmedabad,Premium
C016605,Female,60,Chennai,Premium
C016606,Male,21,Hyderabad,Gold
C016607,Female,27,Delhi,Premium
C016608,Female,21,Hyderabad,Premium
C016609,Male,44,Chennai,Premium
C016610,Female,19,Pune,Gold
C016611,Female,60,Kolkata,Silver
C016612,Female,18,Kolkata,Premium
C016613,Male,69,Chennai,Gold
C016614,Female,64,Chennai,Premium
C016615,Female,30,Ahmedabad,Premium
C016616,Female,19,Ahmedabad,Premium
C016617,Male,34,Bengaluru,Premium
C016618,Male,29,Pune,Silver
C016619,Female,61,Bengaluru,Gold
C016620,Female,26,Mumbai,Gold
C016621,Female,66,Mumbai,Silver
C016622,Male,39,Mumbai,Silver
C016623,Male,25,Chennai,Gold
C016624,Male,51,Kolkata,Gold
C016625,Female,19,Pune,Premium
C016626,Female,65,Delhi,Silver
C016627,Male,31,Bengaluru,Silver
C016628,Female,66,Pune,Premium
C016629,Female,49,Bengaluru,Gold
